Price,Close,High,Low,Open,Volume
Ticker,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA
Date,,,,,
2021-07-29,19.591032028198242,19.814892841705436,19.379962076435895,19.750933004188568,26288092
2021-07-30,19.379961013793945,19.885247019746938,19.22645685929114,19.44392223000185,48144908
2021-08-02,19.49835205078125,20.16386727577637,19.49835205078125,19.709525204207896,42392667
2021-08-03,19.690326690673828,20.112672968971886,19.29997479204475,20.093475788017322,62356921
2021-08-04,19.13999366760254,19.66472857321582,19.088800726580274,19.568741290218,57249470
2021-08-05,19.19757652282715,19.56233104927407,19.005602057508092,19.325560882588665,55969180
2021-08-06,19.735116958618164,19.863101365274147,19.16558780102582,19.274375030692333,37719836
2021-08-09,19.965490341186523,20.11267055468151,19.690324327081168,19.690324327081168,38432832
2021-08-10,19.587942123413086,19.946296926051104,19.56234495668662,19.93989832581105,35944764
2021-08-11,19.80550765991211,20.02308074285899,19.287172802658283,19.453552951143795,39474399
2021-08-12,19.43436622619629,19.895108448470666,19.43436622619629,19.73512956655032,30945175
2021-08-13,19.696725845336914,19.799113118119408,19.27437955513173,19.466355518738535,34220225
2021-08-16,19.480886459350586,20.007397766737927,19.435940473663695,19.686354218937627,40491380
2021-08-17,19.410242080688477,19.634973227925297,19.095620417145614,19.461609675792896,44072680
2021-08-18,19.448768615722656,19.98169980631466,19.268984800230907,19.33961455276364,53791214
2021-08-19,19.198360443115234,19.79549991061059,19.03783873772436,19.198360443115234,45082749
2021-08-20,19.127731323242188,19.217623252796436,18.748900057575185,19.0057339437925,39317932
2021-08-23,19.333206176757812,19.410256238049506,19.121318161314566,19.172685793885268,24393150
2021-08-24,19.872554779052734,19.91108049724937,19.416674745328617,19.423096392143457,34165275
2021-08-25,19.898242950439453,19.936768677076206,19.596462948260427,19.74414281902132,19855031
2021-08-26,19.41667366027832,19.866133409634845,19.37172768534267,19.840449598939028,39789600
2021-08-27,19.75055694580078,19.81476647025399,19.326781022229657,19.532248725351902,25233269
2021-08-30,19.60929298400879,19.776234923225015,19.48087536053898,19.705605160938443,21302552
2021-08-31,19.866127014160156,20.07801491527773,19.602871508187647,19.667081014256315,49407297
2021-09-01,19.952857971191406,20.31902496005783,19.91431495440789,19.952857971191406,32612838
2021-09-02,19.233373641967773,19.85007440865508,19.13058994948036,19.84365103522838,36876544
2021-09-03,19.12415885925293,19.374692533596008,18.802959776307347,19.35542103285499,56222519
2021-09-06,19.368270874023438,19.445358272035094,19.02780026025493,19.05991989374006,30840146
2021-09-08,18.44964599609375,19.336154702542924,18.353287078385964,19.297610302517615,54336867
2021-09-09,18.693756103515625,18.957137954950763,18.218382153003652,18.603819178059567,63103001
2021-09-10,18.507469177246094,19.053507423613908,18.366142431405475,18.95072370471276,40810093
2021-09-13,18.73872184753418,18.899320012190582,18.59739379675249,18.841505505856308,35205595
2021-09-14,18.62309455871582,18.86078156572909,18.56527865017345,18.693758601182832,27397073
2021-09-15,18.321165084838867,18.674482459268987,18.321165084838867,18.66163571581504,29908367
2021-09-16,18.308319091796875,18.41110276909257,18.089903604013898,18.192687281309595,52599525
2021-09-17,17.871490478515625,18.308321511822662,17.871490478515625,18.289048615369275,49421346
2021-09-20,17.466773986816406,17.749428684662497,17.254783310491,17.53743800833709,49865822
2021-09-21,17.421812057495117,17.698043476870147,17.389692415570902,17.55029201342908,38037755
2021-09-22,17.826520919799805,17.980697134840206,17.537442772484205,17.556714278775374,43868060
2021-09-23,18.443227767944336,18.597402634575865,17.865069935720044,17.942157369035808,56944126
2021-09-24,18.186260223388672,18.423948575053785,18.160565348488138,18.308316779172593,46899175
2021-09-27,18.661636352539062,18.841507425873107,18.006391331611646,18.26334980948359,66204022
2021-09-28,18.23765754699707,19.021382672946643,18.22480941204876,18.578128264297202,69369851
2021-09-29,18.565277099609375,18.610244870471412,18.237654570723542,18.404677521320117,59439332
2021-09-30,18.584548950195312,18.777268170077065,18.436797502011405,18.68733262668138,47356794
2021-10-01,19.069808959960938,19.198355542778195,18.60061650224842,18.716306898931236,48506222
2021-10-04,15.644062042236328,15.946145027192598,15.322697548803019,15.907582010238517,66781965
2021-10-05,16.023265838623047,16.31249387719765,15.644054231183343,15.81116518440455,55746545
2021-10-06,16.07468605041504,16.15181344637546,15.656911382418809,15.779029875102559,44244216
2021-10-07,15.73403263092041,16.228935890469987,15.68261485002197,16.151807135687566,43538924
2021-10-08,15.849739074707031,16.29322357573176,15.830457562606155,15.849739074707031,55105154
2021-10-11,15.573352813720703,15.946136311278405,15.566926110726937,15.798309641810851,48452065
2021-10-13,15.592638969421387,15.714757463557756,15.284127992952879,15.618347175742631,47860412
2021-10-14,15.515519142150879,15.817602172699518,15.322699861406317,15.701910326461233,41792857
2021-10-15,15.9140043258667,15.984705022718659,15.476948124245506,15.566930324254493,59503573
2021-10-18,16.023265838623047,16.100393222979154,15.663337118989999,15.798310388852393,32581454
