Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,2.4443674087524414,3.2580089569091797,3.3258841037750244,3.22310209274292,3.3258841037750244,10494038
2015-01-05,2.4443674087524414,3.2580089569091797,3.285159111022949,3.1998300552368164,3.226979970932007,7174785
2015-01-06,2.4370925426483154,3.2483129501342773,3.3317019939422607,3.209527015686035,3.2599480152130127,25175174
2015-01-07,2.4880170822143555,3.316188097000122,3.4499990940093994,3.265765905380249,3.3084309101104736,6412651
2015-01-08,2.4967474937438965,3.327824115753174,3.3840630054473877,3.2483129501342773,3.3569130897521973,5285435
2015-01-09,2.4385476112365723,3.2502520084381104,3.306490898132324,3.2502520084381104,3.3006739616394043,4110779
2015-01-12,2.4050824642181396,3.2056479454040527,3.2580089569091797,3.1784980297088623,3.2580089569091797,10502805
2015-01-13,2.2697694301605225,3.025294065475464,3.2347381114959717,3.025294065475464,3.1804370880126953,22999121
2015-01-14,2.2421250343322754,2.988447904586792,3.009779930114746,2.9108760356903076,2.9632370471954346,9159530
2015-01-15,2.279954433441162,3.0388689041137695,3.083472967147827,2.992326021194458,2.992326021194458,8473713
2015-01-16,2.316328525543213,3.087351083755493,3.1319549083709717,3.042747974395752,3.062140941619873,8661926
2015-01-19,2.199930429458618,2.9322080612182617,3.08541202545166,2.9322080612182617,3.0563230514526367,2387469
2015-01-20,2.197021007537842,2.9283299446105957,3.0582621097564697,2.9283299446105957,2.957418918609619,4394904
2015-01-21,2.2537648677825928,3.0039620399475098,3.0155980587005615,2.9108760356903076,2.951601028442383,7014417
2015-01-22,2.2232108116149902,2.9632370471954346,3.087351083755493,2.9419050216674805,3.033051013946533,4128827
2015-01-23,1.9642242193222046,2.6180429458618164,3.087351083755493,2.6180429458618164,3.033051013946533,8419054
2015-01-26,1.9278494119644165,2.569561004638672,2.5811960697174072,2.507503032684326,2.579257011413574,10717832
2015-01-27,2.0035083293914795,2.6704039573669434,2.7091898918151855,2.4784140586853027,2.5113821029663086,6710182
2015-01-28,1.935124158859253,2.579257011413574,2.6587679386138916,2.5346529483795166,2.6587679386138916,22626305
2015-01-29,1.9627689123153687,2.6161038875579834,2.6568291187286377,2.4939279556274414,2.5443499088287354,18401566
2015-01-30,1.935124158859253,2.579257011413574,2.5850749015808105,2.4493250846862793,2.5656819343566895,13471415
2015-02-02,1.9307588338851929,2.573438882827759,2.5811960697174072,2.5113821029663086,2.579257011413574,3697742
2015-02-03,1.9598586559295654,2.61222505569458,2.6277389526367188,2.5327138900756836,2.588953971862793,12990827
2015-02-04,2.0515222549438477,2.7344000339508057,2.740217924118042,2.5967109203338623,2.6199820041656494,12176612
2015-02-05,2.044247627258301,2.7247040271759033,2.759610891342163,2.666524887084961,2.7053110599517822,7667748
2015-02-06,2.034062623977661,2.7111289501190186,2.7111289501190186,2.579257011413574,2.685918092727661,5638657
2015-02-09,2.039881944656372,2.718885898590088,2.755733013153076,2.6005890369415283,2.6704039573669434,4422749
2015-02-10,2.073347568511963,2.7634899616241455,2.8003358840942383,2.682039976119995,2.7091898918151855,6672024
2015-02-11,2.100991725921631,2.8003358840942383,2.827486038208008,2.7247040271759033,2.7634899616241455,7568228
2015-02-12,2.167921304702759,2.8895440101623535,2.9322080612182617,2.8158509731292725,2.843000888824463,5986722
2015-02-13,2.2333950996398926,2.9768118858337402,2.9768118858337402,2.843000888824463,2.846879005432129,8106569
2015-02-18,2.2843194007873535,3.044687032699585,3.0795938968658447,2.959357976913452,2.994265079498291,8658832
2015-02-19,2.2901389598846436,3.0524439811706543,3.1028659343719482,3.025294065475464,3.042747974395752,2974282
2015-02-20,2.2697694301605225,3.025294065475464,3.08541202545166,2.988447904586792,3.0602009296417236,5994973
2015-02-23,2.3410632610321045,3.12031888961792,3.16880202293396,2.972933053970337,3.0408079624176025,6890145
2015-02-24,2.374528408050537,3.1649229526519775,3.1649229526519775,3.0892910957336426,3.114501953125,5436006
2015-02-25,2.4167230129241943,3.221163034439087,3.22310209274292,3.1222589015960693,3.1222589015960693,3337817
2015-02-26,2.4909257888793945,3.320065975189209,3.320065975189209,3.1416521072387695,3.226979970932007,5815526
2015-02-27,2.4647367000579834,3.285159111022949,3.413151979446411,3.246372938156128,3.3317019939422607,5555637
2015-03-02,2.403627872467041,3.2037088871002197,3.2890379428863525,3.170741081237793,3.2560698986053467,4509894
2015-03-03,2.4138123989105225,3.2172839641571045,3.2483129501342773,3.155226945877075,3.1959519386291504,3373397
2015-03-04,2.3541581630706787,3.137773036956787,3.209527015686035,3.1106228828430176,3.1435909271240234,10543541
2015-03-05,2.3643431663513184,3.151348114013672,3.1823770999908447,3.1028659343719482,3.151348114013672,5491180
2015-03-06,2.368708372116089,3.157166004180908,3.209527015686035,3.1028659343719482,3.1435909271240234,3691554
2015-03-09,2.3541581630706787,3.137773036956787,3.1998300552368164,3.118380069732666,3.157166004180908,8280343
2015-03-10,2.3716187477111816,3.1610450744628906,3.2308590412139893,3.023355007171631,3.046626091003418,7926606
2015-03-11,2.3410632610321045,3.12031888961792,3.157166004180908,3.0795938968658447,3.1300160884857178,4411405
2015-03-12,2.4734668731689453,3.296794891357422,3.3239450454711914,3.170741081237793,3.170741081237793,4617150
2015-03-13,2.498201608657837,3.3297629356384277,3.3297629356384277,3.170741081237793,3.1998300552368164,7743549
2015-03-16,2.4734668731689453,3.296794891357422,3.403455972671509,3.2521910667419434,3.3433380126953125,5484477
2015-03-17,2.5156610012054443,3.353034019470215,3.3782451152801514,3.2521910667419434,3.294856071472168,5757257
2015-03-18,2.5724055767059326,3.4286670684814453,3.4596951007843018,3.277401924133301,3.318126916885376,5842855
2015-03-19,2.598594903945923,3.463573932647705,3.548902988433838,3.4344849586486816,3.5023601055145264,4402123
2015-03-20,2.779012441635132,3.7040460109710693,3.717621088027954,3.5101170539855957,3.5101170539855957,8233419
2015-03-23,2.822662353515625,3.7622249126434326,3.878582000732422,3.6865930557250977,3.6865930557250977,6490514
2015-03-24,2.7324538230895996,3.64198899269104,3.853372097015381,3.5993239879608154,3.7622249126434326,11860517
2015-03-25,2.6888041496276855,3.5838100910186768,3.6807749271392822,3.496541976928711,3.6807749271392822,4560428
2015-03-26,2.589864730834961,3.4519379138946533,3.5624780654907227,3.3763060569763184,3.529510021209717,5404551
2015-03-27,2.4516427516937256,3.2677059173583984,3.461635112762451,3.2386159896850586,3.351094961166382,7135080
2015-03-30,2.4341824054718018,3.244434118270874,3.2929160594940186,3.1843159198760986,3.2677059173583984,5436006
2015-03-31,2.576770782470703,3.4344849586486816,3.4538779258728027,3.2677059173583984,3.2677059173583984,12512301
2015-04-01,2.6480650901794434,3.529510021209717,3.568295955657959,3.4325449466705322,3.4344849586486816,10374923
2015-04-02,2.6480650901794434,3.529510021209717,3.58768892288208,3.4887850284576416,3.529510021209717,6723074
2015-04-06,2.735363245010376,3.645867109298706,3.678834915161133,3.546963930130005,3.568295955657959,5661346
2015-04-07,2.7159411907196045,3.548902988433838,3.5993239879608154,3.484905958175659,3.568295955657959,2800507
2015-04-08,2.671416997909546,3.4907240867614746,3.591567039489746,3.4577560424804688,3.591567039489746,4379434
2015-04-09,2.656575918197632,3.4713308811187744,3.5566599369049072,3.461635112762451,3.465512990951538,4289195
2015-04-10,2.604631185531616,3.403455972671509,3.515934944152832,3.347217082977295,3.4538779258728027,9315257
2015-04-13,2.615020751953125,3.4170310497283936,3.4926629066467285,3.3801839351654053,3.3801839351654053,8109147
2015-04-14,2.555655002593994,3.33945894241333,3.4596951007843018,3.3123090267181396,3.4383630752563477,3900393
2015-04-15,2.6447031497955322,3.4558169841766357,3.494602918624878,3.3452770709991455,3.3646700382232666,8285500
2015-04-16,2.68625807762146,3.5101170539855957,3.5101170539855957,3.4325449466705322,3.4325449466705322,3506435
2015-04-17,2.68625807762146,3.5101170539855957,3.58768892288208,3.4499990940093994,3.4907240867614746,3780246
2015-04-20,2.65212345123291,3.465512990951538,3.6167778968811035,3.3995769023895264,3.550842046737671,5275638
2015-04-22,2.656575918197632,3.4713308811187744,3.5062379837036133,3.3026130199432373,3.482966899871826,7302667
2015-04-23,2.663996934890747,3.4810280799865723,3.5004210472106934,3.424787998199463,3.424787998199463,33465831
2015-04-24,2.693678617477417,3.519813060760498,3.5450239181518555,3.4286670684814453,3.4810280799865723,7172722
2015-04-27,2.6447031497955322,3.4558169841766357,3.537266969680786,3.409274101257324,3.537266969680786,4115936
2015-04-28,2.6417341232299805,3.4519379138946533,3.4693920612335205,3.3627309799194336,3.4693920612335205,3546140
2015-04-29,2.649155378341675,3.461635112762451,3.461635112762451,3.353034019470215,3.3995769023895264,4238661
2015-04-30,2.6417341232299805,3.4519379138946533,3.47714900970459,3.3549740314483643,3.4383630752563477,5331844
2015-05-04,2.7500760555267334,3.5935070514678955,3.620656967163086,3.3860020637512207,3.5004210472106934,5923297
2015-05-05,2.748591423034668,3.591567039489746,3.7757999897003174,3.5779919624328613,3.6478068828582764,8732055
2015-05-06,2.83170223236084,3.7001678943634033,3.715682029724121,3.548902988433838,3.58768892288208,13988098
2015-05-07,2.91629695892334,3.8107070922851562,3.8107070922851562,3.6342320442199707,3.643928050994873,6517844
2015-05-08,2.8628687858581543,3.7408928871154785,3.8553109169006348,3.7234389781951904,3.8553109169006348,4389747
2015-05-11,2.8836464881896973,3.768043041229248,3.801011085510254,3.7234389781951904,3.7622249126434326,7755925
2015-05-12,2.897002935409546,3.7854959964752197,3.8165249824523926,3.674957036972046,3.7408928871154785,6069227
2015-05-13,2.83170223236084,3.7001678943634033,3.8281610012054443,3.6962890625,3.791313886642456,4350558
2015-05-14,2.9014556407928467,3.791313886642456,3.791313886642456,3.6885321140289307,3.7564070224761963,3118149
2015-05-15,2.911844253540039,3.804888963699341,3.872765064239502,3.746711015701294,3.7602860927581787,4385622
2015-05-18,2.9059081077575684,3.7971320152282715,3.8165249824523926,3.7447710037231445,3.7990710735321045,5150334
2015-05-19,2.8791942596435547,3.7622249126434326,3.8068289756774902,3.674957036972046,3.8068289756774902,2747395
2015-05-20,2.7456235885620117,3.58768892288208,3.768043041229248,3.5547211170196533,3.735074996948242,9134779
2015-05-21,2.83170223236084,3.7001678943634033,3.7001678943634033,3.519813060760498,3.548902988433838,5034828
2015-05-22,2.7174248695373535,3.550842046737671,3.746711015701294,3.4907240867614746,3.674957036972046,7587822
2015-05-25,2.7678847312927246,3.6167778968811035,3.6924099922180176,3.4538779258728027,3.5450239181518555,1847066
2015-05-26,2.6981308460235596,3.5256309509277344,3.591567039489746,3.4189701080322266,3.591567039489746,5312249
2015-05-27,2.79905104637146,3.6575028896331787,3.6575028896331787,3.4577560424804688,3.4907240867614746,6700385
